# Source: Manual Técnico SIFEN v150, Tabla 2.1 (DEPARTAMENTOS, DISTRITOS Y CIUDADES)
# Original file: CODIGO DE REFERENCIA GEOGRAFICA.xlsx (DNIT 2023)
# Generated by: scripts/generate_geo_catalogs.py
codigo,nombre,nombre_display,codigo_padre,activo
3266,INVERNADA,INVERNADA,66,1
3267,ITA CUATIA,ITA CUATIA,66,1
3268,JHUGUA POI,JHUGUA POI,66,1
3269,JHU-YBARA,JHU-YBARA,66,1
3270,L. TAMBOR,L. TAMBOR,66,1
3271,LAGUNA PYTA,LAGUNA PYTA,66,1
3272,MANDYYUTYCUE,MANDYYUTYCUE,66,1
3273,MBUTYY MI,MBUTYY MI,66,1
3274,MBUYUI CUA,MBUYUI CUA,66,1
3275,MONTE ALTO,MONTE ALTO,66,1
3276,NOGUEIRO 2DA.,NOGUEIRO 2DA.,66,1
3277,OLLA RUGUA,OLLA RUGUA,66,1
3278,OMBU CUA,OMBU CUA,66,1
3279,PASO ITA,PASO ITA,66,1
3280,PINDO,PINDO,66,1
3281,POTRERITO,POTRERITO,66,1
3282,POTRERITO 1RA.,POTRERITO 1RA.,66,1
3283,POTRERO APUA,POTRERO APUA,66,1
3284,POTRERO GUAYAKI,POTRERO GUAYAKI,66,1
3285,POTRERO PUCU,POTRERO PUCU,66,1
3286,POTRERO VERDE,POTRERO VERDE,66,1
3287,CAA CARAPA,CAA CARAPA,86,1
3288,CANADA,CAÑADA,86,1
3289,CANADA (SANTA TERESITA),CAÑADA (SANTA TERESITA),86,1
3290,COLORES,COLORES,86,1
3291,COMBATE CUE,COMBATE CUE,86,1
3292,CURUPI,CURUPI,86,1
3293,ESTANCIA BOQUERON,ESTANCIA BOQUERON,86,1
3294,ESTANCIA CARAYA,ESTANCIA CARAYA,86,1
3295,ESTANCIA DOLORES,ESTANCIA DOLORES,86,1
3296,ESTANCIA DOS MARIAS,ESTANCIA DOS MARIAS,86,1
3297,ESTANCIA ITACURUBI DEL CARMEN,ESTANCIA ITACURUBI DEL CARMEN,86,1
3298,PUERTO STAMATO,PUERTO STAMATO,142,1
3299,PUERTO TACURUPUCU,PUERTO TACURUPUCU,142,1
3300,PUERTO TRES TIMBO,PUERTO TRES TIMBO,142,1
3301,RANCHO POTRERO,RANCHO POTRERO,142,1
3302,ROMERO CUE,ROMERO CUE,142,1
3303,SALVADORA,SALVADORA,142,1
3304,SAN ISIDRO,SAN ISIDRO,142,1
3305,SAN JUAN RUGUA,SAN JUAN RUGUA,142,1
3306,SEGUNDA REPRESA TATI-YUPI,SEGUNDA REPRESA TATI-YUPI,142,1
3307,SOCORRO,SOCORRO,142,1
3308,TAPE PUCU GRAL.DIAZ,TAPE PUCU GRAL.DIAZ,142,1
3309,TATI YUPI,TATI YUPI,142,1
3310,TATI YUPI (RESIDENCIAL),TATI YUPI (RESIDENCIAL),142,1
3311,VILLA SAN FRANCISCO,VILLA SAN FRANCISCO,142,1
3312,VIRGEN DE FATIMA,VIRGEN DE FATIMA,142,1
3313,VIUDA CUE,VIUDA CUE,142,1
3314,YBYTU ROCAI,YBYTU ROCAI,142,1
3315,DOMINGO MARTINEZ DE IRALA,DOMINGO MARTINEZ DE IRALA,143,1
3316,ANGELITO CUE,ANGELITO CUE,143,1
3317,ARROYO GUAYAQUI,ARROYO GUAYAQUI,143,1
3318,ASERRADERO YTUTI,ASERRADERO YTUTI,143,1
3319,BUENA VISTA,BUENA VISTA,143,1
3320,CAA YOBAI SUR,CAA YOBAI SUR,143,1
3321,CAMPO ALEGRE,CAMPO ALEGRE,143,1
3322,CAMPO MBOI,CAMPO MBOI,143,1
3323,CAPILLA,CAPILLA,143,1
3324,CUCHU I,CUCHU I,143,1
3325,CUNA PIRU,CUÑA PIRU,143,1
3326,DOLORES,DOLORES,143,1
3327,DOMINGO M.DE IRALA (MUNICIPIO),DOMINGO M.DE IRALA (MUNICIPIO),143,1
3328,ESTANCIA LAGARZA,ESTANCIA LAGARZA,143,1
3329,FILE CUE,FILE CUE,143,1
3330,GUEMBE TY GUAZU,GUEMBE TY GUAZU,143,1
3331,GUEMBETY,GUEMBETY,143,1
3332,ITA PYTA,ITA PYTA,143,1
3333,ITA VERA,ITA VERA,143,1
3334,KILOMETRO 11 - MAROMA,KILOMETRO 11 - MAROMA,143,1
3335,KILOMETRO 17 - DOLORES,KILOMETRO 17 - DOLORES,143,1
3336,KILOMETRO 19 - PARANAMBU,KILOMETRO 19 - PARANAMBU,143,1
3337,KILOMETRO 28 - PARANAMBU,KILOMETRO 28 - PARANAMBU,143,1
3338,KILOMETRO 6 - PUERTO FLORES,KILOMETRO 6 - PUERTO FLORES,143,1
3339,LOMA PYTA,LOMA PYTA,143,1
3340,LOS CEDRALES,LOS CEDRALES,143,1
3341,MAROMA,MAROMA,143,1
3342,PARANAMBU,PARANAMBU,143,1
3343,PASO BABA,PASO BABA,143,1
3344,PASO ITA (INDIGENA),PASO ITA (INDIGENA),143,1
3345,PENINSULA,PENINSULA,143,1
3346,PUERTO 22 DE MAYO,PUERTO 22 DE MAYO,143,1
3347,PUERTO BERTONI,PUERTO BERTONI,143,1
3348,PUERTO DOLORES,PUERTO DOLORES,143,1
3349,PUERTO FLORES,PUERTO FLORES,143,1
3350,PUERTO JIBAJA,PUERTO JIBAJA,143,1
3351,PUERTO JIMENEZ,PUERTO JIMENEZ,143,1
3352,PUERTO MARGARITA,PUERTO MARGARITA,143,1
3353,PUERTO MARTIN ORDONEZ,PUERTO MARTIN ORDOÑEZ,143,1
3354,PUERTO PIRA PYTA MI,PUERTO PIRA PYTA MI,143,1
3355,PUERTO SAB ANTONIO,PUERTO SAB ANTONIO,143,1
3356,PUERTO SAN PEDRO,PUERTO SAN PEDRO,143,1
3357,PUERTO SARITA,PUERTO SARITA,143,1
3358,PUERTO SIRENA,PUERTO SIRENA,143,1
3359,PUERTO TABUCAI,PUERTO TABUCAI,143,1
3360,PUERTO YBAROTY,PUERTO YBAROTY,143,1
3361,PUERTO YTUTI,PUERTO YTUTI,143,1
3362,PUESTO CUE (INDIGENA),PUESTO CUE (INDIGENA),143,1
3363,RELOJ CUE,RELOJ CUE,143,1
3364,SAN MIGUEL,SAN MIGUEL,143,1
3365,SANTA LIBRADA,SANTA LIBRADA,143,1
3366,SAPIRE,SAPIRE,143,1
3367,TACUA PENDE,TACUA PENDE,143,1
3368,TOMAS CUE (INDIGENA),TOMAS CUE (INDIGENA),143,1
3369,VILLA SAN FRANCISCO,VILLA SAN FRANCISCO,143,1
3370,YBAROTY,YBAROTY,143,1
3371,NACUNDAY,ÑACUNDAY,144,1
3372,ISLA PARANAMBU,ISLA PARANAMBU,144,1
3373,ITAIPYTE,ITAIPYTE,144,1
3374,LOMA VALENTINA,LOMA VALENTINA,144,1
3375,OBRAJE BARRA,OBRAJE BARRA,144,1
3376,PARANA I,PARANA I,144,1
3377,PUERTO PARANAMBU,PUERTO PARANAMBU,144,1
3378,SAN ALFREDO,SAN ALFREDO,144,1
3379,TORO CUA,TORO CUA,144,1
3380,TORO CUA I,TORO CUA I,144,1
3381,YARARA,YARARA,144,1
3382,NACUNDAY (MUNICIPIO),ÑACUNDAY (MUNICIPIO),144,1
3383,CIUDAD DEL ESTE,CIUDAD DEL ESTE,145,1
3384,2A. REPRESA YGUAZU,2A. REPRESA YGUAZU,145,1
3385,5A.REGION MILITAR,5A.REGION MILITAR,145,1
3386,AMAMBAY,AMAMBAY,145,1
3387,ARROYO MBY'A,ARROYO MBY'A,145,1
3388,ARROYO MBY'A C-4,ARROYO MBY'A C-4,145,1
3389,BARRIO OBRERO,BARRIO OBRERO,145,1
3390,CALLE 10 ACARAY,CALLE 10 ACARAY,145,1
3391,CALLE 10 MONDAY,CALLE 10 MONDAY,145,1
3392,CALLE 12 ACARAY,CALLE 12 ACARAY,145,1
3393,CALLE 12 MONDAY,CALLE 12 MONDAY,145,1
3394,CALLE 14 ACARAY,CALLE 14 ACARAY,145,1
3395,CALLE 14 MONDAY,CALLE 14 MONDAY,145,1
3396,CALLE 16 ACARAY (RURAL),CALLE 16 ACARAY (RURAL),145,1
3397,CALLE 16 MONDAY (URBANA),CALLE 16 MONDAY (URBANA),145,1
3398,CALLE 18 ACARAY,CALLE 18 ACARAY,145,1
3399,CALLE 18 MONDAY,CALLE 18 MONDAY,145,1
3400,CALLE 20 ACARAY,CALLE 20 ACARAY,145,1
3401,CALLE 20 MONDAY,CALLE 20 MONDAY,145,1
3402,CALLE 22 ACARAY,CALLE 22 ACARAY,145,1
3403,CALLE 24 ACARAY,CALLE 24 ACARAY,145,1
3404,CALLE 24 MONDAY,CALLE 24 MONDAY,145,1
3405,CALLE 26 ACARAY,CALLE 26 ACARAY,145,1
3406,CALLE 26 MONDAY,CALLE 26 MONDAY,145,1
3407,CALLE 28 ACARAY,CALLE 28 ACARAY,145,1
3408,CALLE 30 ACARAY,CALLE 30 ACARAY,145,1
3409,CALLE 30 MONDAY,CALLE 30 MONDAY,145,1
3410,CALLE 8 MONDAY,CALLE 8 MONDAY,145,1
3411,CALLE 9 ACARAY,CALLE 9 ACARAY,145,1
3412,CALLE MONDAY,CALLE MONDAY,145,1
3413,CAMINO 1,CAMINO 1,145,1
3414,CAMINO 15,CAMINO 15,145,1
3415,CAMINO 19,CAMINO 19,145,1
3416,CAMINO 2,CAMINO 2,145,1
3417,CAMINO 6,CAMINO 6,145,1
3418,CAMINO 61,CAMINO 61,145,1
3419,COL.YGUAZU (URBANA),COL.YGUAZU (URBANA),145,1
3420,DON BOSCO,DON BOSCO,145,1
3421,FELIX DE AZARA I,FELIX DE AZARA I,145,1
3422,KILOMETRO 31 MBUTUY,KILOMETRO 31 MBUTUY,145,1
3423,KILOMETRO 39 YGUAZU,KILOMETRO 39 YGUAZU,145,1
3424,KILOMETRO 5 (R.I.),KILOMETRO 5 (R.I.),145,1
3425,LOMA PIRO Y,LOMA PIRO Y,145,1
3426,MARIO CUE,MARIO CUE,145,1
3427,PENGO STROESSNER,PENGO STROESSNER,145,1
3428,CIUDAD DEL ESTE(PLANTA URBANA),CIUDAD DEL ESTE(PLANTA URBANA),145,1
3429,PUERTO ESPERANZA,PUERTO ESPERANZA,145,1
3430,PUERTO LEGUIZA,PUERTO LEGUIZA,145,1
3431,PUERTO PTE. FRANCO,PUERTO PTE. FRANCO,145,1
3432,PUERTO PTE.STROESSNER (MUNIC),PUERTO PTE.STROESSNER (MUNIC),145,1
3433,SAN RAFAEL,SAN RAFAEL,145,1
3434,SANTA TERESITA,SANTA TERESITA,145,1
3435,JUAN LEON MALLORQUIN,JUAN LEON MALLORQUIN,146,1
3436,3 DE MAYO,3 DE MAYO,146,1
3437,8 DE DICIEMBRE,8 DE DICIEMBRE,146,1
3438,AHOYU,AHOYU,146,1
3439,ASERRADERO MONDAY,ASERRADERO MONDAY,146,1
3440,CAMINO 20,CAMINO 20,146,1
3441,CAMINO 23,CAMINO 23,146,1
3442,CARANDAYTY,CARANDAYTY,146,1
3443,COL. JUAN L. MALLORQUIN,COL. JUAN L. MALLORQUIN,146,1
3444,JHYECUE YERE,JHYECUE YERE,146,1
3445,LA VICTORIA-MONDAY,LA VICTORIA-MONDAY,146,1
3446,LA VICTORIA YGUAZU,LA VICTORIA YGUAZU,146,1
3447,LOMA TAVY,LOMA TAVY,146,1
3448,PUESTO LEGUIZA,PUESTO LEGUIZA,146,1
3449,PUESTO SAN LUIS,PUESTO SAN LUIS,146,1
3450,ROJAS SILVA,ROJAS SILVA,146,1
3451,SAN MIGUEL,SAN MIGUEL,146,1
3452,SAN VICENTE,SAN VICENTE,146,1
3453,SANTO DOMINGO,SANTO DOMINGO,146,1
3454,SANTO DOMINGO I,SANTO DOMINGO I,146,1
3455,TATA RE,TATA RE,146,1
3456,VENECIA,VENECIA,146,1
3457,VENECIA GUAZU,VENECIA GUAZU,146,1
3458,VENECIA I,VENECIA I,146,1
3459,Y JHOVY,Y JHOVY,146,1
3460,YUQUERI,YUQUERI,146,1
3461,ITAQUYRY,ITAQUYRY,147,1
3462,AGUA-PE,AGUA-PE,147,1
3463,AGUADA,AGUADA,147,1
3464,AGUARA,AGUARA,147,1
3465,ARAUJO -CUE,ARAUJO -CUE,147,1
3466,ARROYO 1A.,ARROYO 1A.,147,1
3467,ARROYO CARUMBEY,ARROYO CARUMBEY,147,1
3468,ARROYO DOS HERMANAS,ARROYO DOS HERMANAS,147,1
3469,ARROYO GRACIELA,ARROYO GRACIELA,147,1
3470,ARROYO MARCELINA,ARROYO MARCELINA,147,1
3471,ARROYO MOROTI,ARROYO MOROTI,147,1
3472,ARROYO YARARA,ARROYO YARARA,147,1
3473,BARRO NEGRO,BARRO NEGRO,147,1
3474,BOCA ARROYO ITAQUYRY,BOCA ARROYO ITAQUYRY,147,1
3475,CAAGUAZU,CAAGUAZU,147,1
3476,CACIQUE,CACIQUE,147,1
3477,CACIQUE TUYA,CACIQUE TUYA,147,1
3478,CAMPO LIMPIO,CAMPO LIMPIO,147,1
3479,CAMPO REDONDO,CAMPO REDONDO,147,1
3480,CAPIIBARY,CAPIIBARY,147,1
3481,PUESTO YBYRA PIRU,PUESTO YBYRA PIRU,147,1
3482,RANCHO DORITA,RANCHO DORITA,147,1
3483,RANCHO GUAYAKI,RANCHO GUAYAKI,147,1
3484,ROBLEDO CUE,ROBLEDO CUE,147,1
3485,ROLON CUE,ROLON CUE,147,1
3486,SAN JUAN (EX 3A.),SAN JUAN (EX 3A.),147,1
3487,SANTA TERESA (EX JHUGUAI),SANTA TERESA (EX JHUGUAI),147,1
3488,SECADERO KILOMETRO 3,SECADERO KILOMETRO 3,147,1
3489,TACUARA,TACUARA,147,1
3490,TATU PIRE,TATU PIRE,147,1
3491,TORORO,TORORO,147,1
3492,TUNA,TUNA,147,1
3493,TUNI CUE,TUNI CUE,147,1
3494,VILLAR CUE,VILLAR CUE,147,1
3495,YAGUARETE CANGUE,YAGUARETE CANGUE,147,1
3496,YAGUARETE MANSO,YAGUARETE MANSO,147,1
3497,YAGUATIYMI,YAGUATIYMI,147,1
3498,YAJHAPE,YAJHAPE,147,1
3499,YAIBE CUE,YAIBE CUE,147,1
3500,YARARA,YARARA,147,1
3501,YATE I,YATE I,147,1
3502,YAYBERE CUE,YAYBERE CUE,147,1
3503,Y B U,Y B U,147,1
3504,Y T U,Y T U,147,1
3505,ZANJA JHU,ZANJA JHU,147,1
3506,ZONA GRAL.DIAZ,ZONA GRAL.DIAZ,147,1
3507,JUAN E.O'LEARY,JUAN E.O'LEARY,148,1
3508,BARRIO MARIA AUXILIADORA,BARRIO MARIA AUXILIADORA,148,1
3509,BARRIO VIRGEN DEL ROSARIO,BARRIO VIRGEN DEL ROSARIO,148,1
3510,CA'A YOVAI,CA'A YOVAI,148,1
3511,COSTA GUAZU,COSTA GUAZU,148,1
3512,J.E.O'LEARY CHEIRO CUE(MUNIC.),J.E.O'LEARY CHEIRO CUE(MUNIC.),148,1
3513,PUESTO LEGUIZA,PUESTO LEGUIZA,148,1
3514,SAN AGUSTIN,SAN AGUSTIN,148,1
3515,SAN FRANCISCO,SAN FRANCISCO,148,1
3516,SAN ISIDRO,SAN ISIDRO,148,1
3517,SAN PABLO,SAN PABLO,148,1
3518,TACUARO,TACUARO,148,1
3519,TOCAI,TOCAI,148,1
3520,VILLA LAS MERCEDES,VILLA LAS MERCEDES,148,1
3521,PRESIDENTE FRANCO,PRESIDENTE FRANCO,149,1
3522,ARROYO ITA COTY,ARROYO ITA COTY,149,1
3523,ARROYO SALTITO,ARROYO SALTITO,149,1
3524,ARROYO YACARE,ARROYO YACARE,149,1
3525,BARRIO SAN MIGUEL,BARRIO SAN MIGUEL,149,1
3526,CAPILLA SANTA INES,CAPILLA SANTA INES,149,1
3527,CORAZON DE JESUS,CORAZON DE JESUS,149,1
3528,ESCUELA,ESCUELA,149,1
3529,PENINSULA,PENINSULA,149,1
3530,PTO.BERTONI,PTO.BERTONI,149,1
3531,PTO.FLORES,PTO.FLORES,149,1
3532,PTO.GIMENEZ,PTO.GIMENEZ,149,1
3533,PTO.ORDONEZ,PTO.ORDONEZ,149,1
3534,TRES FRONTERAS,TRES FRONTERAS,149,1
3535,YGUAZU,YGUAZU,150,1
3536,COL.YGUAZU,COL.YGUAZU,150,1
3537,COLONIA,COLONIA,150,1
3538,MUNICIPIO,MUNICIPIO,150,1
3539,NUEVA  ESPERANZA,NUEVA  ESPERANZA,150,1
3540,SAN CRISTOBAL,SAN CRISTOBAL,151,1
3541,CAMPO ALEGRE,CAMPO ALEGRE,151,1
3542,COL.SAN ANTONIO,COL.SAN ANTONIO,151,1
3543,COLONIA,COLONIA,151,1
3544,CRUCE SAPIRE,CRUCE SAPIRE,151,1
3545,CURUZU,CURUZU,151,1
3546,KILOMETRO 56,KILOMETRO 56,151,1
3547,LA ESPERANZA,LA ESPERANZA,151,1
3548,MUNICIPIO,MUNICIPIO,151,1
3549,PALMITAL,PALMITAL,151,1
3550,PTO.CA'A YOBAI,PTO.CA'A YOBAI,151,1
3551,PTO.SAN MIGUEL,PTO.SAN MIGUEL,151,1
3552,SAN MIGUEL,SAN MIGUEL,151,1
3553,SAPIRE,SAPIRE,151,1
3554,TATU CUA,TATU CUA,151,1
3555,TUYUTI,TUYUTI,151,1
3556,SANTA RITA,SANTA RITA,209,1
3557,MINGA GUAZU,MINGA GUAZU,210,1
3558,AREGUA,AREGUA,152,1
3559,AREGUA (MUNICIPIO),AREGUA (MUNICIPIO),152,1
3560,CAACUPE MI,CAACUPE MI,152,1
3561,COCUE GUAZU 1A.,COCUE GUAZU 1A.,152,1
3562,COCUE GUAZU 2A,COCUE GUAZU 2A,152,1
3563,ESTACION YUQUYRY,ESTACION YUQUYRY,152,1
3564,ESTANZUELA,ESTANZUELA,152,1
3565,ISLA VALLE,ISLA VALLE,152,1
3566,PINDOLO,PINDOLO,152,1
3567,VALLE PUCU,VALLE PUCU,152,1
3568,CAPIATA,CAPIATA,153,1
3569,ALDANA CANADA,ALDANA CAÑADA,153,1
3570,COSTA SALINAS,COSTA SALINAS,153,1
3571,COLONIA MILITAR,COLONIA MILITAR,153,1
3572,COMPANIA 14,COMPAÑIA 14,153,1
3573,COMPANIA 15,COMPAÑIA 15,153,1
3574,COSTA POI,COSTA POI,153,1
3575,LOMA BARRETO,LOMA BARRETO,153,1
3576,NARANJA TY,NARANJA TY,153,1
3577,POSTA YBYCUA,POSTA YBYCUA,153,1
3578,YBYCUA,YBYCUA,153,1
3579,ROJAS CANADA,ROJAS CAÑADA,153,1
3580,SALINARES,SALINARES,153,1
3581,TOLEDO CANADA,TOLEDO CAÑADA,153,1
3582,YBYRARO 2A.,YBYRARO 2A.,153,1
3583,YBYRARO 4A.,YBYRARO 4A.,153,1
3584,YATAITY,YATAITY,153,1
3585,YUQUYRY,YUQUYRY,153,1
3586,RETIRO NA.1 BUEN AMIGO,RETIRO NA.1 BUEN AMIGO,187,1
3587,RINCON PARAGUAY,RINCON PARAGUAY,187,1
3588,SAN RAMON,SAN RAMON,187,1
3589,SANTA CECILIA,SANTA CECILIA,187,1
3590,SANTA ELISA,SANTA ELISA,187,1
3591,SANTA MARIA,SANTA MARIA,187,1
3592,TACUARATY,TACUARATY,187,1
3593,TAPYTA CURUPAY,TAPYTA CURUPAY,187,1
3594,TARACA,TARACA,187,1
3595,TOTORA,TOTORA,187,1
3596,TRABUCO,TRABUCO,187,1
3597,TRIGAL TARACA,TRIGAL TARACA,187,1
3598,TUYU PE,TUYU PE,187,1
3599,TUYU CUE,TUYU CUE,187,1
3600,VERON CUE,VERON CUE,187,1
3601,YAGUARUNDI GUAZU,YAGUARUNDI GUAZU,187,1
3602,YAGUA PO,YAGUA PO,187,1
3603,YBYPE-I,YBYPE-I,187,1
3604,YBYCUI,YBYCUI,187,1
3605,YUYGUY,YUYGUY,187,1
3606,YZOZO,YZOZO,187,1
3607,ZANJA JHU,ZANJA JHU,187,1
3608,NU APY,ÑU APY,187,1
3609,VILLA HAYES,VILLA HAYES,188,1
3610,14 DE MAYO,14 DE MAYO,188,1
3611,25 LEGUAS,25 LEGUAS,188,1
3612,3 DE MAYO,3 DE MAYO,188,1
3613,4,4,188,1
3614,7 BOCAS,7 BOCAS,188,1
3615,ALBORADA,ALBORADA,188,1
3616,ALEGRE,ALEGRE,188,1
3617,AMALIA,AMALIA,188,1
3618,ARAZA,ARAZA,188,1
3619,AVALOS SANCHEZ,AVALOS SANCHEZ,188,1
3620,BETTY,BETTY,188,1
3621,BOCA-I,BOCA-I,188,1
3622,BOQUERON,BOQUERON,188,1
3623,CABO 1RO.CANO,CABO 1RO.CANO,188,1
3624,CADETE OTAZU,CADETE OTAZU,188,1
3625,CADETE PASTOR PANDO,CADETE PASTOR PANDO,188,1
3626,CAMPO 48,CAMPO 48,188,1
3627,CAMPO ESPERANZA,CAMPO ESPERANZA,188,1
3628,CAMPO FLORES,CAMPO FLORES,188,1
3629,CAMPO LATA,CAMPO LATA,188,1
3630,CAMPO LEON,CAMPO LEON,188,1
3631,CARA-U,CARA-U,188,1
3632,CARAMBOLA,CARAMBOLA,188,1
3633,CARLOS SISA,CARLOS SISA,188,1
3634,CARMENCITA,CARMENCITA,188,1
3635,CASANILLO,CASANILLO,188,1
3636,CASUALIDAD,CASUALIDAD,188,1
3637,CEIBO,CEIBO,188,1
3638,CELADA CUE,CELADA CUE,188,1
3639,CHACO-I,CHACO-I,188,1
3640,CNEL.MARTINEZ,CNEL.MARTINEZ,188,1
3641,COLONIA,COLONIA,188,1
3642,CMTE.NOWAK,CMTE.NOWAK,188,1
3643,CORA-I,CORA-I,188,1
3644,CORRALITO,CORRALITO,188,1
3645,CORRALON,CORRALON,188,1
3646,COSTA,COSTA,188,1
3647,COE-YU,COE-YU,188,1
3648,CUATRO CIERVOS,CUATRO CIERVOS,188,1
3649,CURUPAYTY,CURUPAYTY,188,1
3650,CACERES CUE,CACERES CUE,188,1
3651,DEL MEDIO,DEL MEDIO,188,1
3652,DR.GASPAR R.DE FRANCIA,DR.GASPAR R.DE FRANCIA,188,1
3653,ESTANCIA-I,ESTANCIA-I,188,1
3654,ESTANCIA BUENA VISTA,ESTANCIA BUENA VISTA,188,1
3655,ESTANCIA FORTUNA,ESTANCIA FORTUNA,188,1
3656,ESTANCIA GUAJHO,ESTANCIA GUAJHO,188,1
3657,ESTANCIA JOSEFINA,ESTANCIA JOSEFINA,188,1
3658,ESTANCIA LUIS,ESTANCIA LUIS,188,1
3659,ESTANCIA POZO AZUL,ESTANCIA POZO AZUL,188,1
3660,ESTANCIA SAN JOSE,ESTANCIA SAN JOSE,188,1
3661,ESTANCIA SANTA MARIA,ESTANCIA SANTA MARIA,188,1
3662,ESTANCIA SANTA ELISA,ESTANCIA SANTA ELISA,188,1
3663,ESTRELLA,ESTRELLA,188,1
3664,FALCON,FALCON,188,1
3665,FERNANDO SILVA MAGALLANES,FERNANDO SILVA MAGALLANES,188,1
3666,GRAL.BRUGUEZ,GRAL.BRUGUEZ,188,1
3667,GRAL.CABALLERO,GRAL.CABALLERO,188,1
3668,GRAL.DELGADO,GRAL.DELGADO,188,1
3669,GRAL.DIAZ,GRAL.DIAZ,188,1
3670,GUAJHO,GUAJHO,188,1
3671,GUARANI,GUARANI,188,1
3672,HORQUETA,HORQUETA,188,1
3673,HOTEL RIO NEGRO,HOTEL RIO NEGRO,188,1
3674,ISLA POI (EX VILLA MILITAR),ISLA POI (EX VILLA MILITAR),188,1
3675,LA ANGELICA,LA ANGELICA,188,1
3676,LA CONCEPCION,LA CONCEPCION,188,1
3677,LA CUCA RUBI,LA CUCA RUBI,188,1
3678,LA ESPERANZA,LA ESPERANZA,188,1
3679,LA GOLONDRINA,LA GOLONDRINA,188,1
3680,LA SELVA,LA SELVA,188,1
3681,LA VICTORIA,LA VICTORIA,188,1
3682,LAGUNA BELLA,LAGUNA BELLA,188,1
3683,LAGUNA PORA,LAGUNA PORA,188,1
3684,LAGUNA REY,LAGUNA REY,188,1
3685,LANDS KRCHE,LANDS KRCHE,188,1
3686,LAS ISIDORAS,LAS ISIDORAS,188,1
3687,LAS MELLIZAS,LAS MELLIZAS,188,1
3688,LAS MOCHAS,LAS MOCHAS,188,1
3689,LA PALMAS,LA PALMAS,188,1
3690,LEOPOLDINA,LEOPOLDINA,188,1
3691,LINDA VISTA,LINDA VISTA,188,1
3692,LOCATTI,LOCATTI,188,1
3693,LOMA PORA,LOMA PORA,188,1
3694,LOMAS,LOMAS,188,1
3695,LOS GEMELOS,LOS GEMELOS,188,1
3696,MICHI,MICHI,188,1
3697,MILLON,MILLON,188,1
3698,MISIONES LA ESPERANZA,MISIONES LA ESPERANZA,188,1
3699,MONTE LINDO,MONTE LINDO,188,1
3700,MONTIEL,MONTIEL,188,1
3701,NANATI,NANATI,188,1
3702,NARANJITO,NARANJITO,188,1
3703,NINFA,NINFA,188,1
3704,OBRAJE 49,OBRAJE 49,188,1
3705,PALCAR,PALCAR,188,1
3706,PALO BLANCO,PALO BLANCO,188,1
3707,PAREDES,PAREDES,188,1
3708,PEDERNAL,PEDERNAL,188,1
3709,PILAGA,PILAGA,188,1
3710,PILCOMAYO,PILCOMAYO,188,1
3711,POCITO,POCITO,188,1
3712,POLVORIN,POLVORIN,188,1
3713,PORVENIR,PORVENIR,188,1
3714,POZO AMARILLO,POZO AMARILLO,188,1
3715,PRIMAVERA,PRIMAVERA,188,1
3716,PUERTO GALILEO,PUERTO GALILEO,188,1
3717,PUESTO CORRALON,PUESTO CORRALON,188,1
3718,PUESTO FORTUNA,PUESTO FORTUNA,188,1
3719,PUESTO LUIS,PUESTO LUIS,188,1
3720,PUSTO POZO AZUL,PUSTO POZO AZUL,188,1
3721,PUESTO SANTA MARIA,PUESTO SANTA MARIA,188,1
3722,RIACHO G,RIACHO G,188,1
3723,ROJAS SILVA,ROJAS SILVA,188,1
3724,SAN ANTONIO,SAN ANTONIO,188,1
3725,SAN BARTOLOME,SAN BARTOLOME,188,1
3726,SAN BLAS,SAN BLAS,188,1
3727,SAN JUAN,SAN JUAN,188,1
3728,SAN LEONARDO,SAN LEONARDO,188,1
3729,SAN LUIS,SAN LUIS,188,1
3730,SAN ONOFRE,SAN ONOFRE,188,1
3731,SAN PEDRO,SAN PEDRO,188,1
3732,SAN RAFAEL,SAN RAFAEL,188,1
3733,SAN ROQUE,SAN ROQUE,188,1
3734,SOMBRERO JHOVY,SOMBRERO JHOVY,188,1
3735,SORPRESA,SORPRESA,188,1
3736,STA.ARSENIA,STA.ARSENIA,188,1
3737,STA.AURELIA,STA.AURELIA,188,1
3738,STA.CATALINA,STA.CATALINA,188,1
3739,STA.MANUELA,STA.MANUELA,188,1
3740,STA.ROSA,STA.ROSA,188,1
3741,STA.SOFIA,STA.SOFIA,188,1
3742,STA.TERESA,STA.TERESA,188,1
3743,TACUARA,TACUARA,188,1
3744,TOJA,TOJA,188,1
3745,TOLDO CUE,TOLDO CUE,188,1
3746,TOMAS CUE,TOMAS CUE,188,1
3747,TTE.ESTEBAN MARTINEZ,TTE.ESTEBAN MARTINEZ,188,1
3748,TTE.ROJAS SILVA,TTE.ROJAS SILVA,188,1
3749,TUPARENDA,TUPARENDA,188,1
3750,VALLEJOS,VALLEJOS,188,1
3751,VERDE,VERDE,188,1
3752,VILLA ALEGRE,VILLA ALEGRE,188,1
3753,VILLA REAL,VILLA REAL,188,1
3754,YETYTY,YETYTY,188,1
3755,YUKYRY,YUKYRY,188,1
3756,NU PORA,ÑU PORA,188,1
3757,BENJAMIN ACEVAL(MONTE SOCIEDAD,BENJAMIN ACEVAL(MONTE SOCIEDAD,189,1
3758,ALINA,ALINA,189,1
3759,BELEN,BELEN,189,1
3760,CELIA,CELIA,189,1
3761,CERRITO,CERRITO,189,1
